firstname,lastname,birthmonth,birthday,birthyear,course,phonenumber,gender
name427,lastname427,November,13,97,BS Management,+639278698588,Male
name428,lastname428,April,19,98,BS Communications Technology Management,+639183738418,Male
name429,lastname429,November,10,01,BS Communications Technology Management,+639183137865,Female
name430,lastname430,February,5,01,BS Communications Technology Management,+639278042579,Female
name431,lastname431,June,5,98,BS Management Engineering,+639176483069,Female
name432,lastname432,March,27,01,BS Communications Technology Management,+639273291747,Female
name433,lastname433,November,17,97,BS Management,+639272979518,Male
name434,lastname434,December,14,97,BS Management Engineering,+639279316877,Male
name435,lastname435,August,23,00,BS Information Technology Entrepreneurship,+639173072012,Male
name436,lastname436,January,13,98,BS Information Technology Entrepreneurship,+639172434142,Male
name437,lastname437,February,28,01,BS Communications Technology Management,+639271165889,Female
name438,lastname438,May,24,00,BS Legal Management,+639177469784,Female
name439,lastname439,April,13,98,BS Legal Management,+639172283833,Female
name440,lastname440,May,14,97,BS Legal Management,+639178963614,Male
name441,lastname441,May,28,99,BS Management Engineering,+639272929675,Female
name442,lastname442,July,23,99,BS Communications Technology Management,+639187861587,Female
name443,lastname443,January,20,99,BS Information Technology Entrepreneurship,+639183159445,Male
name444,lastname444,April,16,99,BS Communications Technology Management,+639181853883,Female
name445,lastname445,September,23,97,BS Legal Management,+639181338176,Male
name446,lastname446,July,16,00,BS Legal Management,+639171589222,Male
name447,lastname447,May,26,98,BS Communications Technology Management,+639187772751,Male
name448,lastname448,January,23,98,BS Communications Technology Management,+639184076344,Female
name449,lastname449,April,26,97,BS Information Technology Entrepreneurship,+639189921668,Female
name450,lastname450,March,28,01,BS Management,+639186619609,Male
name451,lastname451,March,26,00,BS Legal Management,+639185544787,Male
name452,lastname452,December,27,98,BS Legal Management,+639271968999,Male
name453,lastname453,October,24,99,BS Information Technology Entrepreneurship,+639277686004,Male
name454,lastname454,August,3,99,BS Information Technology Entrepreneurship,+639185636928,Male
name455,lastname455,March,4,99,BS Management Engineering,+639279921613,Female
name456,lastname456,March,21,00,BS Management,+639189665429,Female
name457,lastname457,December,24,97,BS Information Technology Entrepreneurship,+639179506481,Female
name458,lastname458,January,11,98,BS Information Technology Entrepreneurship,+639271748702,Female
name459,lastname459,January,26,01,BS Information Technology Entrepreneurship,+639278105085,Male
name460,lastname460,April,26,97,BS Legal Management,+639189555912,Male
name461,lastname461,April,14,97,BS Communications Technology Management,+639173654093,Female
name462,lastname462,August,13,00,BS Legal Management,+639271614112,Female
name463,lastname463,December,9,01,BS Management Engineering,+639277126963,Female
name464,lastname464,January,24,99,BS Communications Technology Management,+639186943625,Male
name465,lastname465,February,27,99,BS Management Engineering,+639272216429,Male
name466,lastname466,February,5,97,BS Legal Management,+639183809040,Male
name467,lastname467,October,26,99,BS Information Technology Entrepreneurship,+639173195070,Male
name468,lastname468,June,8,00,BS Communications Technology Management,+639187995285,Female
name469,lastname469,August,8,99,BS Information Technology Entrepreneurship,+639189415488,Female
name470,lastname470,June,21,98,BS Information Technology Entrepreneurship,+639275342876,Male
name471,lastname471,May,24,99,BS Communications Technology Management,+639179085006,Male
name472,lastname472,January,28,99,BS Management Engineering,+639274024494,Female
name473,lastname473,December,7,99,BS Management Engineering,+639187543507,Female
name474,lastname474,November,19,98,BS Management,+639275595075,Male
name475,lastname475,September,7,98,BS Information Technology Entrepreneurship,+639277337323,Female
name476,lastname476,March,7,98,BS Management,+639186463244,Female
name477,lastname477,November,20,00,BS Management Engineering,+639173208047,Male
name478,lastname478,August,4,98,BS Management,+639177593071,Male
name479,lastname479,May,19,99,BS Management Engineering,+639188709843,Male
name480,lastname480,June,3,97,BS Information Technology Entrepreneurship,+639272176206,Female
name481,lastname481,August,14,99,BS Management Engineering,+639278615556,Female
name482,lastname482,January,20,00,BS Legal Management,+639275455153,Male
name483,lastname483,November,17,00,BS Legal Management,+639183735268,Female
name484,lastname484,June,10,98,BS Management,+639172005708,Female
name485,lastname485,July,3,97,BS Management Engineering,+639184172231,Female
name486,lastname486,May,9,98,BS Management,+639171794262,Male
name487,lastname487,November,10,97,BS Information Technology Entrepreneurship,+639176954286,Female
name488,lastname488,November,16,98,BS Management Engineering,+639184018010,Male
name489,lastname489,July,9,99,BS Information Technology Entrepreneurship,+639277107161,Male
name490,lastname490,September,2,97,BS Communications Technology Management,+639178948484,Male
name491,lastname491,April,20,01,BS Communications Technology Management,+639182212946,Male
name492,lastname492,June,15,97,BS Management,+639181748000,Male
name493,lastname493,July,27,98,BS Information Technology Entrepreneurship,+639187026770,Female
name494,lastname494,December,9,00,BS Legal Management,+639186952117,Female
name495,lastname495,June,5,97,BS Information Technology Entrepreneurship,+639275081619,Male
name496,lastname496,September,8,99,BS Information Technology Entrepreneurship,+639173956151,Male
name497,lastname497,May,19,99,BS Management Engineering,+639273723298,Female
name498,lastname498,July,28,98,BS Management Engineering,+639185312515,Male
name499,lastname499,July,3,97,BS Legal Management,+639173964526,Female
name500,lastname500,December,11,98,BS Management,+639181855929,Female
name501,lastname501,June,22,97,BS Management,+639175909444,Male
name502,lastname502,July,24,97,BS Management Engineering,+639178785177,Female
name503,lastname503,May,10,97,BS Information Technology Entrepreneurship,+639275672696,Female
name504,lastname504,June,5,00,BS Legal Management,+639184065783,Female
name505,lastname505,July,20,99,BS Management,+639179542865,Female
name506,lastname506,May,4,99,BS Management Engineering,+639276435522,Female
name507,lastname507,August,12,99,BS Management Engineering,+639182735732,Male
name508,lastname508,September,22,97,BS Communications Technology Management,+639178021053,Male
name509,lastname509,April,10,01,BS Communications Technology Management,+639271009522,Female
name510,lastname510,December,28,98,BS Communications Technology Management,+639184491726,Female
name511,lastname511,April,11,98,BS Management Engineering,+639176883781,Male
name512,lastname512,August,18,98,BS Management Engineering,+639175436559,Female
name513,lastname513,April,5,99,BS Management Engineering,+639272328037,Female
name514,lastname514,January,12,99,BS Information Technology Entrepreneurship,+639276084902,Male
name515,lastname515,June,11,98,BS Legal Management,+639278273644,Female
name516,lastname516,February,17,00,BS Information Technology Entrepreneurship,+639273574989,Male
name517,lastname517,April,27,01,BS Management Engineering,+639174911993,Male
name518,lastname518,February,26,97,BS Communications Technology Management,+639187978291,Male
name519,lastname519,November,24,97,BS Management,+639173142329,Male
name520,lastname520,May,15,00,BS Management Engineering,+639277753422,Female
name521,lastname521,November,21,99,BS Information Technology Entrepreneurship,+639273875890,Male
name522,lastname522,July,13,97,BS Management Engineering,+639274738626,Female
name523,lastname523,August,21,00,BS Communications Technology Management,+639276993438,Male
name524,lastname524,December,11,97,BS Legal Management,+639273256294,Male
name525,lastname525,June,15,01,BS Communications Technology Management,+639171774774,Female
name526,lastname526,March,10,98,BS Management Engineering,+639185385327,Male
name527,lastname527,April,1,01,BS Management,+639188127959,Male
name528,lastname528,June,11,98,BS Management,+639273724811,Female
name529,lastname529,February,11,97,BS Legal Management,+639274695706,Female
name530,lastname530,November,18,97,BS Management Engineering,+639274447700,Male
name531,lastname531,November,19,00,BS Management,+639276223854,Male
name532,lastname532,October,9,98,BS Information Technology Entrepreneurship,+639179109162,Male
name533,lastname533,May,4,01,BS Information Technology Entrepreneurship,+639273739316,Male
name534,lastname534,May,23,01,BS Communications Technology Management,+639172511124,Female
name535,lastname535,March,4,97,BS Management Engineering,+639275777471,Male
name536,lastname536,June,15,00,BS Information Technology Entrepreneurship,+639181381962,Female
name537,lastname537,April,13,98,BS Legal Management,+639277928939,Female
name538,lastname538,March,9,99,BS Management,+639278308250,Male
name539,lastname539,November,18,98,BS Management,+639181944060,Male
name540,lastname540,February,4,97,BS Management Engineering,+639189213557,Male
name541,lastname541,October,20,97,BS Management,+639184144111,Female
name542,lastname542,March,5,97,BS Information Technology Entrepreneurship,+639183409046,Female
name543,lastname543,June,4,98,BS Management,+639274851284,Female
name544,lastname544,November,22,98,BS Communications Technology Management,+639271517167,Male
name545,lastname545,February,7,99,BS Management Engineering,+639271147594,Female
name546,lastname546,December,21,98,BS Management,+639179372325,Male
name547,lastname547,November,9,98,BS Legal Management,+639274319754,Female
name548,lastname548,June,3,97,BS Legal Management,+639274258002,Male
name549,lastname549,June,20,00,BS Management,+639175815639,Male
name550,lastname550,March,12,98,BS Communications Technology Management,+639185807526,Female
